Timestamp,CPU Usage (%),Memory Usage (%)
2024-08-09 05:56:03,99.5,78.2
2024-08-09 05:56:05,100.0,78.3
2024-08-09 05:56:07,99.8,78.2
2024-08-09 05:56:09,99.7,78.3
2024-08-09 05:56:11,100.0,78.4
2024-08-09 05:56:13,98.0,78.0
2024-08-09 05:56:15,100.0,78.2
2024-08-09 05:56:17,99.8,78.4
2024-08-09 05:56:19,100.0,78.3
2024-08-09 05:56:21,99.7,78.3
2024-08-09 05:56:23,99.0,78.4
2024-08-09 05:56:25,99.8,78.4
2024-08-09 05:56:27,99.8,78.4
2024-08-09 05:56:29,99.7,78.4
2024-08-09 05:56:31,100.0,78.2
2024-08-09 05:56:33,99.8,66.9
2024-08-09 05:56:35,99.8,61.5
2024-08-09 05:56:37,100.0,60.5
2024-08-09 05:56:39,99.5,60.4
2024-08-09 05:56:41,99.7,60.3
2024-08-09 05:56:43,99.7,60.4
2024-08-09 05:56:45,99.7,60.3
2024-08-09 05:56:47,99.8,60.4
2024-08-09 05:56:49,99.8,60.4
2024-08-09 05:56:51,99.5,60.4
2024-08-09 05:56:53,99.8,60.4
2024-08-09 05:56:55,99.2,60.4
2024-08-09 05:56:57,99.5,60.4
2024-08-09 05:56:59,100.0,60.4
2024-08-09 05:57:01,99.7,60.3
2024-08-09 05:57:03,99.7,60.4
2024-08-09 05:57:05,99.8,60.4
2024-08-09 05:57:07,100.0,60.4
2024-08-09 05:57:09,99.3,60.4
2024-08-09 05:57:11,99.2,60.5
2024-08-09 05:57:13,100.0,60.4
2024-08-09 05:57:15,99.2,60.4
2024-08-09 05:57:17,99.5,60.5
2024-08-09 05:57:19,99.7,60.5
2024-08-09 05:57:21,99.7,60.5
2024-08-09 05:57:23,98.5,60.4
2024-08-09 05:57:25,99.0,60.5
2024-08-09 05:57:27,99.8,60.5
2024-08-09 05:57:29,99.5,60.5
2024-08-09 05:57:31,99.2,60.5
2024-08-09 05:57:33,100.0,60.5
2024-08-09 05:57:35,99.7,60.6
2024-08-09 05:57:37,99.7,60.5
2024-08-09 05:57:39,99.0,60.6
2024-08-09 05:57:41,99.8,60.6
2024-08-09 05:57:43,100.0,60.6
2024-08-09 05:57:45,100.0,60.5
2024-08-09 05:57:47,99.5,60.6
2024-08-09 05:57:49,100.0,60.6
2024-08-09 05:57:51,100.0,60.5
2024-08-09 05:57:53,99.5,60.6
2024-08-09 05:57:55,100.0,60.6
2024-08-09 05:57:57,99.7,60.6
2024-08-09 05:57:59,100.0,60.6
2024-08-09 05:58:01,100.0,60.7
2024-08-09 05:58:03,99.7,60.6
2024-08-09 05:58:05,99.8,60.6
2024-08-09 05:58:07,99.2,60.6
2024-08-09 05:58:09,100.0,60.6
2024-08-09 05:58:11,100.0,60.7
2024-08-09 05:58:13,100.0,60.5
2024-08-09 05:58:15,99.8,60.6
2024-08-09 05:58:17,99.7,60.6
2024-08-09 05:58:19,99.2,60.5
2024-08-09 05:58:21,100.0,60.5
2024-08-09 05:58:23,99.7,60.6
2024-08-09 05:58:25,99.7,60.6
2024-08-09 05:58:27,100.0,60.6
2024-08-09 05:58:29,99.2,60.6
2024-08-09 05:58:31,100.0,60.5
2024-08-09 05:58:33,99.7,60.6
2024-08-09 05:58:35,100.0,60.6
2024-08-09 05:58:37,100.0,60.5
2024-08-09 05:58:39,99.7,60.6
2024-08-09 05:58:41,99.7,60.5
2024-08-09 05:58:43,100.0,60.5
2024-08-09 05:58:45,99.7,60.4
2024-08-09 05:58:47,100.0,60.6
2024-08-09 05:58:49,100.0,60.5
2024-08-09 05:58:51,100.0,60.4
2024-08-09 05:58:53,99.5,60.5
2024-08-09 05:58:55,99.7,60.6
2024-08-09 05:58:57,99.7,60.6
2024-08-09 05:58:59,99.7,60.5
2024-08-09 05:59:01,100.0,60.6
2024-08-09 05:59:03,100.0,60.6
2024-08-09 05:59:05,100.0,60.7
2024-08-09 05:59:07,99.8,60.6
2024-08-09 05:59:09,99.5,60.6
2024-08-09 05:59:11,100.0,60.7
2024-08-09 05:59:13,100.0,60.7
2024-08-09 05:59:15,99.7,60.6
2024-08-09 05:59:17,100.0,60.6
2024-08-09 05:59:19,100.0,60.7
2024-08-09 05:59:21,100.0,60.7
2024-08-09 05:59:23,100.0,60.7
2024-08-09 05:59:25,100.0,60.6
2024-08-09 05:59:27,99.8,60.7
2024-08-09 05:59:29,100.0,60.7
2024-08-09 05:59:31,99.7,60.7
2024-08-09 05:59:33,100.0,60.6
2024-08-09 05:59:35,100.0,60.7
2024-08-09 05:59:37,99.7,60.7
2024-08-09 05:59:39,99.7,60.6
2024-08-09 05:59:41,100.0,60.7
2024-08-09 05:59:43,99.7,60.6
2024-08-09 05:59:45,99.8,60.7
2024-08-09 05:59:47,99.7,60.6
2024-08-09 05:59:49,100.0,60.7
2024-08-09 05:59:51,99.2,60.4
2024-08-09 05:59:53,99.8,60.4
2024-08-09 05:59:55,100.0,60.4
2024-08-09 05:59:57,99.7,60.3
2024-08-09 05:59:59,99.0,60.4
2024-08-09 06:00:01,99.8,60.4
2024-08-09 06:00:03,99.7,60.4
2024-08-09 06:00:05,100.0,60.3
2024-08-09 06:00:07,99.5,60.4
2024-08-09 06:00:09,99.8,60.4
2024-08-09 06:00:11,100.0,60.4
2024-08-09 06:00:13,99.8,60.4
2024-08-09 06:00:15,99.5,60.5
2024-08-09 06:00:17,99.7,60.5
2024-08-09 06:00:19,99.7,60.5
2024-08-09 06:00:21,100.0,60.4
2024-08-09 06:00:23,100.0,60.4
2024-08-09 06:00:25,100.0,60.4
2024-08-09 06:00:27,100.0,60.4
2024-08-09 06:00:29,99.3,60.4
2024-08-09 06:00:31,99.5,60.5
2024-08-09 06:00:33,99.8,60.5
2024-08-09 06:00:35,99.2,60.5
2024-08-09 06:00:37,99.3,60.5
2024-08-09 06:00:39,100.0,60.5
2024-08-09 06:00:41,100.0,60.5
2024-08-09 06:00:43,99.2,60.6
2024-08-09 06:00:45,99.7,60.6
2024-08-09 06:00:47,99.8,60.6
2024-08-09 06:00:49,100.0,60.6
2024-08-09 06:00:51,99.7,60.6
2024-08-09 06:00:53,99.8,60.5
2024-08-09 06:00:55,99.8,60.6
2024-08-09 06:00:57,100.0,60.6
2024-08-09 06:00:59,99.2,60.6
2024-08-09 06:01:01,99.5,60.8
2024-08-09 06:01:03,100.0,60.6
2024-08-09 06:01:05,100.0,61.2
2024-08-09 06:01:07,100.0,61.2
2024-08-09 06:01:09,99.5,61.3
2024-08-09 06:01:11,100.0,61.3
2024-08-09 06:01:13,99.7,61.4
2024-08-09 06:01:15,100.0,61.4
2024-08-09 06:01:17,99.2,61.4
2024-08-09 06:01:19,100.0,61.4
2024-08-09 06:01:21,99.7,61.5
2024-08-09 06:01:23,99.7,61.5
2024-08-09 06:01:25,99.2,61.5
2024-08-09 06:01:27,100.0,61.6
2024-08-09 06:01:29,100.0,61.6
2024-08-09 06:01:31,99.2,61.6
2024-08-09 06:01:33,99.5,61.6
2024-08-09 06:01:35,99.8,61.6
2024-08-09 06:01:37,100.0,61.6
2024-08-09 06:01:39,99.7,61.6
2024-08-09 06:01:41,99.5,61.7
2024-08-09 06:01:43,100.0,61.6
2024-08-09 06:01:45,100.0,61.7
2024-08-09 06:01:47,99.0,61.6
2024-08-09 06:01:49,100.0,61.6
2024-08-09 06:01:51,99.7,61.6
2024-08-09 06:01:53,100.0,61.6
2024-08-09 06:01:55,99.7,61.6
2024-08-09 06:01:57,99.8,61.7
2024-08-09 06:01:59,100.0,61.7
2024-08-09 06:02:01,100.0,61.7
2024-08-09 06:02:03,99.5,61.7
2024-08-09 06:02:05,100.0,61.7
2024-08-09 06:02:07,99.7,61.7
2024-08-09 06:02:09,100.0,61.7
2024-08-09 06:02:11,99.8,61.7
2024-08-09 06:02:13,99.7,61.6
2024-08-09 06:02:15,99.7,61.4
2024-08-09 06:02:17,99.7,60.3
